4,4
17,14
31,24
45,35
54,38
66,45
80,52
84,54
86,55
90,59
97,65
103,70
105,72
112,78
120,82
128,87
132,88
140,88
141,89
145,92
146,93
149,95
150,96
158,98
167,105
173,105
184,110
188,110
197,116
201,119
211,126
214,127
223,130
225,130
235,134
244,137
253,139
257,139
267,141
279,149
285,154
296,159
304,164
317,166
328,171
338,172
339,173
351,177
352,177
363,180
365,180
373,184
379,186
388,188
396,190
407,190
412,193
420,196
432,200
440,203
448,206
458,210
459,211
468,214
482,217
484,219
495,223
508,228
515,228
525,231
535,236
536,236
545,239
556,243
557,244
567,245
579,248
583,250
591,251
592,252
601,253
613,255
619,257
628,259
632,259
642,261
654,262
655,262
665,264
673,265
682,268
690,271
700,274
711,276
715,278
723,281
731,281
743,282
747,283
754,285
755,286
762,286
763,286
772,286
773,286
783,288
795,292
801,292
809,294
814,296
822,297
829,299
837,301
844,301
851,302
863,302
869,304
878,305
887,309
895,310
896,310
906,313
917,314
918,315
927,317
935,319
944,322
951,322
959,324
969,327
977,329
984,330
993,331
998,331
1010,332
1014,332
1024,333
1037,336
1041,338
1051,339
1052,339
1055,340
1056,341
1061,344
1064,345
1075,345
1080,347
1088,347
1100,350
1101,351
1109,353
1115,356
1120,358
1132,361
1135,362
1145,364
1156,366
1157,366
1169,366
1182,370
1193,370
1195,371
1205,371
1213,376
1222,377
1231,379
1243,382
1244,383
1254,384
1265,389
1275,389
1283,390
1291,390
1304,394
1305,395
1313,395
1314,395
1325,396
1331,396
1341,396
1345,396
1355,401
1367,406
1373,408
1384,408
1394,412
1403,412
1408,412
1419,415
1424,417
1433,417
1435,418
1446,419
1460,421
1468,422
1476,424
1488,427
1498,431
1499,432
1506,435
1514,439
1524,441
1533,446
1541,446
1548,448
1558,452
1571,452
1584,455
1594,458
1600,462
1607,463
1618,464
1619,465
1626,466
1635,467
1642,469
1651,471
1664,474
1665,475
1676,475
1690,478
1695,480
1704,480
1712,481
1720,481
1732,486
1740,488
1749,488
1750,488
1761,490
1763,490
1771,491
1772,491
1784,493
1786,493
1796,496
1797,496
1806,497
1817,502
1818,503
1827,504
1828,504
1837,506
1847,506
1857,508
1865,509
1873,514
1884,516
1885,517
1893,518
1895,518
1905,519
1916,520
1921,523
1930,524
1931,524
1939,527
1951,531
1965,534
1969,535
1977,536
1981,538
1990,538
1999,542
2009,544
2010,544
2021,545
2023,547
2034,548
2039,549
2049,550
2064,554
2069,554
2079,556
2091,557
2095,558
2103,560
2113,564
2121,565
2131,567
2141,568
2153,569
2166,570
2167,570
2177,572
2185,575
2196,576
2207,578
2217,579
2226,584
2236,585
2245,586
2258,587
2263,589
2272,591
2288,595
2297,596
2306,597
2307,597
2318,599
2326,599
2338,602
2344,604
2355,604
2360,605
2369,606
2370,606
2380,608
2391,610
2392,610
2402,613
2406,613
2414,613
2415,613
2427,619
2441,625
2453,627
2463,632
2477,639
2490,643
2506,649
2520,653
2535,657
2548,663
2552,666
2555,666
2559,666
2572,669
2587,673
2600,679
2603,680
2609,683
2611,683
2624,689
2635,690
2649,696
2661,701
2674,707
2687,709
2699,712
2712,715
2726,720
2740,723
2754,726
2765,727
2778,731
2792,736
2807,741
2819,744
2832,748
2845,752
2857,755
2872,758
2886,759
2898,763
2912,766
2925,768
2938,771
2952,772
2965,775
2977,779
2990,782
3004,785
3017,788
3030,791
3045,794
3059,796
3074,798
3086,801
3099,802
3111,804
3126,810
3138,812
3149,817
3164,819
3173,820
3176,820
3182,820
3185,822
3189,822
3201,828
3211,833
3223,836
3235,841
3249,846
3263,850
3274,852
3285,858
3298,864
3310,871
3323,877
3336,882
3347,887
3358,892
3370,897
3374,898
3375,898
3386,903
3399,906
3411,911
3424,914
3436,920
3447,925
3460,928
3472,932
3485,938
3498,944
3511,949
3524,954
3538,959
3555,964
3569,968
3581,973
3593,979
3605,982
3620,986
3635,993
3650,995
3665,999
3681,1004
3693,1008
3708,1012
3711,1013
3725,1017
3735,1023
3748,1025
3760,1031
3772,1037
3786,1040
3803,1045
3816,1050
3827,1054
3841,1058
3857,1058
3871,1062
3885,1066
3899,1070
3913,1076
3925,1083
3938,1087
3952,1091
3964,1096
3977,1101
3990,1106
4001,1111
4014,1116
4027,1120
4041,1123
4056,1128
4072,1131
4085,1133
4100,1139
4113,1143
4126,1144
4135,1150
4148,1153
4163,1157
4176,1159
4190,1163
4204,1166
4216,1171
4228,1176
4244,1181
4255,1185
4264,1188
4278,1193
4284,1196
4298,1201
4314,1204
4326,1208
4342,1211
4356,1216
4368,1220
4380,1224
4396,1227
4409,1230
4423,1235
4435,1238
4449,1239
4460,1242
4473,1246
4488,1251
4493,1251
4506,1252
4520,1254
4533,1257
4544,1262
4558,1266
4572,1268
4584,1273
4598,1276
4609,1278
4624,1280
4636,1282
4649,1286
4663,1289
4671,1292
4678,1299
4693,1302
4701,1303
4708,1310
4710,1312
4725,1316
4738,1318
4751,1323
4761,1329
4773,1335
4785,1340
4791,1346
4797,1350
4810,1354
4823,1357
4836,1358
4847,1360
4861,1363
4873,1366
4888,1370
4903,1374
4914,1379
4926,1384
4939,1387
4953,1388
4967,1394
4982,1399
4997,1404
5012,1409
5026,1414
5037,1419
5050,1425
5064,1429
5077,1431
5090,1438
5102,1441
5117,1443
5130,1445
5142,1450
5156,1452
5170,1454
5179,1455
5192,1457
5207,1458
5222,1460
5237,1464
5252,1465
5264,1470
5278,1474
5292,1476
5304,1480
5320,1481
5335,1484
5347,1485
5361,1488
